# 2km 경쟁점 폐업 대조 — 판정칸(영업/폐업/모름)은 비어 있다. 채우지 않은 칸은 '모름'이다.
등급,매장명,매장코드,구분,거리m,상호,주소,위도,경도,공식DB,같은자리의심,카카오맵링크,판정,메모
C,김포풍무점,N013,500m밖,1954,피식PC 인천아라역점,인천 검단구 발산로 17,37.592805,126.710208,,,"https://map.kakao.com/link/map/%ED%94%BC%EC%8B%9DPC%20%EC%9D%B8%EC%B2%9C%EC%95%84%EB%9D%BC%EC%97%AD%EC%A0%90,37.5928046312796,126.710207622508",,
-,김포풍무점,N013,500m안,57,샹떼PC방 김포풍무점,경기 김포시 양도로 9,37.606675,126.723961,샹떼PC방 김포풍무점,,"https://map.kakao.com/link/map/%EC%83%B9%EB%96%BCPC%EB%B0%A9%20%EA%B9%80%ED%8F%AC%ED%92%8D%EB%AC%B4%EC%A0%90,37.60667497456038,126.7239613292161",,
-,김포풍무점,N013,500m안,129,처제네PC,경기 김포시 승가로 4,37.606775,126.721960,,,"https://map.kakao.com/link/map/%EC%B2%98%EC%A0%9C%EB%84%A4PC,37.6067747905788,126.721959819796",,
-,김포풍무점,N013,500m안,173,노블PC,경기 김포시 풍무로146번길 32,37.607516,126.725230,노블PC,,"https://map.kakao.com/link/map/%EB%85%B8%EB%B8%94PC,37.6075158532079,126.725230040157",,
-,김포풍무점,N013,500m안,457,맥스피드PC,경기 김포시 풍무로 84,37.602972,126.721992,맥스피드PC,,"https://map.kakao.com/link/map/%EB%A7%A5%EC%8A%A4%ED%94%BC%EB%93%9CPC,37.6029717990257,126.721992093508",,
B,산본점,N012,500m밖,763,멜론PC방,경기 군포시 고산로 571,37.364010,126.925561,,,"https://map.kakao.com/link/map/%EB%A9%9C%EB%A1%A0PC%EB%B0%A9,37.3640102697575,126.925561234182",,
B,산본점,N012,500m밖,950,헤라피씨,경기 군포시 금재로 1,37.362465,126.941685,,,"https://map.kakao.com/link/map/%ED%97%A4%EB%9D%BC%ED%94%BC%EC%94%A8,37.3624650464024,126.94168469408487",,
B,산본점,N012,500m밖,993,브라더 군포금정점,경기 군포시 번영로 599,37.363014,126.941912,,,"https://map.kakao.com/link/map/%EB%B8%8C%EB%9D%BC%EB%8D%94%20%EA%B5%B0%ED%8F%AC%EA%B8%88%EC%A0%95%EC%A0%90,37.36301388382169,126.941912294479",,
C,산본점,N012,500m밖,1003,앤PC방,경기 군포시 금산로 30,37.365129,126.940328,,,"https://map.kakao.com/link/map/%EC%95%A4PC%EB%B0%A9,37.36512870602,126.940327990229",,
C,산본점,N012,500m밖,1105,앤유PC 군포점,경기 군포시 번영로609번길 6,37.363658,126.942930,,,"https://map.kakao.com/link/map/%EC%95%A4%EC%9C%A0PC%20%EA%B5%B0%ED%8F%AC%EC%A0%90,37.3636577124344,126.942930017982",,
C,산본점,N012,500m밖,1330,앤유PC방 산본점,경기 군포시 고산로 679,37.371084,126.933974,,,"https://map.kakao.com/link/map/%EC%95%A4%EC%9C%A0PC%EB%B0%A9%20%EC%82%B0%EB%B3%B8%EC%A0%90,37.3710838155821,126.933974013973",,
C,산본점,N012,500m밖,1363,스토리PC카페,경기 군포시 당동로 12,37.351025,126.943206,,,"https://map.kakao.com/link/map/%EC%8A%A4%ED%86%A0%EB%A6%ACPC%EC%B9%B4%ED%8E%98,37.35102543539,126.943205944857",,
C,산본점,N012,500m밖,1434,인터조이PC방,경기 군포시 당동로 3-1,37.350687,126.943906,,,"https://map.kakao.com/link/map/%EC%9D%B8%ED%84%B0%EC%A1%B0%EC%9D%B4PC%EB%B0%A9,37.3506869825669,126.943905964385",,
C,산본점,N012,500m밖,1464,아레나PC방,경기 군포시 금산로 114,37.371929,126.936236,,,"https://map.kakao.com/link/map/%EC%95%84%EB%A0%88%EB%82%98PC%EB%B0%A9,37.3719293175418,126.936235730145",,
C,산본점,N012,500m밖,1623,오션PC,경기 군포시 군포로 731,37.370509,126.943422,,금정게임랜드,"https://map.kakao.com/link/map/%EC%98%A4%EC%85%98PC,37.3705093527088,126.94342156596",,
C,산본점,N012,500m밖,1628,나이스,경기 군포시 산본천로 222,37.371471,126.941870,,,"https://map.kakao.com/link/map/%EB%82%98%EC%9D%B4%EC%8A%A4,37.3714708956154,126.941869647544",,
C,산본점,N012,500m밖,1633,금정게임랜드,경기 군포시 군포로 733,37.370679,126.943340,,오션PC,"https://map.kakao.com/link/map/%EA%B8%88%EC%A0%95%EA%B2%8C%EC%9E%84%EB%9E%9C%EB%93%9C,37.3706787065929,126.943340154237",,
C,산본점,N012,500m밖,1696,타이탄PC,경기 군포시 군포로 745,37.371702,126.942816,,,"https://map.kakao.com/link/map/%ED%83%80%EC%9D%B4%ED%83%84PC,37.3717020192992,126.942815543792",,
C,산본점,N012,500m밖,1847,아레나(ARENA)PC,경기 군포시 군포로456번길 16,37.346420,126.945065,,옥돌PC방,"https://map.kakao.com/link/map/%EC%95%84%EB%A0%88%EB%82%98(ARENA)PC,37.3464202523065,126.945064813373",,
C,산본점,N012,500m밖,1847,크리드PC방 군포본점,경기 군포시 군포로456번길 19,37.346766,126.945574,,,"https://map.kakao.com/link/map/%ED%81%AC%EB%A6%AC%EB%93%9CPC%EB%B0%A9%20%EA%B5%B0%ED%8F%AC%EB%B3%B8%EC%A0%90,37.3467655817367,126.945573557608",,
C,산본점,N012,500m밖,1861,옥돌PC방,경기 군포시 고산로 246-1,37.346247,126.945056,,아레나(ARENA)PC,"https://map.kakao.com/link/map/%EC%98%A5%EB%8F%8CPC%EB%B0%A9,37.3462472505091,126.945055910721",,
C,산본점,N012,500m밖,1861,라이온PC라운지,경기 군포시 군포로456번길 18,37.346483,126.945416,,,"https://map.kakao.com/link/map/%EB%9D%BC%EC%9D%B4%EC%98%A8PC%EB%9D%BC%EC%9A%B4%EC%A7%80,37.34648348681537,126.94541575867527",,
-,산본점,N012,500m안,32,나인피씨방,경기 군포시 산본로323번길 20-5,37.358959,126.931605,나인피씨방,나는게이머다PC / Z PC방,"https://map.kakao.com/link/map/%EB%82%98%EC%9D%B8%ED%94%BC%EC%94%A8%EB%B0%A9,37.3589591568232,126.93160517636",,
-,산본점,N012,500m안,49,나는게이머다PC,경기 군포시 산본로323번길 22,37.358797,126.931601,피씨지존 PC방,나인피씨방 / Z PC방 / 투아트플스방,"https://map.kakao.com/link/map/%EB%82%98%EB%8A%94%EA%B2%8C%EC%9D%B4%EB%A8%B8%EB%8B%A4PC,37.3587969693441,126.93160080844",,
-,산본점,N012,500m안,49,Z PC방,경기 군포시 산본로323번길 22,37.358797,126.931601,,나인피씨방 / 나는게이머다PC / 투아트플스방,"https://map.kakao.com/link/map/Z%20PC%EB%B0%A9,37.3587969693441,126.93160080844",,
-,산본점,N012,500m안,54,옵티멈존PC카페 산본로데오점,경기 군포시 산본로323번길 16-12,37.359448,126.932296,옵티멈존PC카페 산본로데오점,,"https://map.kakao.com/link/map/%EC%98%B5%ED%8B%B0%EB%A9%88%EC%A1%B4PC%EC%B9%B4%ED%8E%98%20%EC%82%B0%EB%B3%B8%EB%A1%9C%EB%8D%B0%EC%98%A4%EC%A0%90,37.3594479108659,126.932295548428",,
-,산본점,N012,500m안,70,투아트플스방,경기 군포시 산본로323번길 24,37.358671,126.931371,,나는게이머다PC / Z PC방,"https://map.kakao.com/link/map/%ED%88%AC%EC%95%84%ED%8A%B8%ED%94%8C%EC%8A%A4%EB%B0%A9,37.3586706921797,126.931370653548",,
-,산본점,N012,500m안,70,콤마PC 카페 산본역점,경기 군포시 산본로323번길 16-25,37.359751,126.931297,콤마PC 카페 산본역점,싸이버스카이PC방,"https://map.kakao.com/link/map/%EC%BD%A4%EB%A7%88PC%20%EC%B9%B4%ED%8E%98%20%EC%82%B0%EB%B3%B8%EC%97%AD%EC%A0%90,37.3597509815961,126.931297427422",,
-,산본점,N012,500m안,88,옵티멈존PC카페 산본역점,경기 군포시 산본로323번길 10-6,37.359486,126.932695,옵티멈존PC카페 산본역점,,"https://map.kakao.com/link/map/%EC%98%B5%ED%8B%B0%EB%A9%88%EC%A1%B4PC%EC%B9%B4%ED%8E%98%20%EC%82%B0%EB%B3%B8%EC%97%AD%EC%A0%90,37.3594859820371,126.932695103842",,
-,산본점,N012,500m안,92,1프로PC아레나 산본점,경기 군포시 산본로323번길 26-22,37.359365,126.930725,1프로PC아레나 산본점,,"https://map.kakao.com/link/map/1%ED%94%84%EB%A1%9CPC%EC%95%84%EB%A0%88%EB%82%98%20%EC%82%B0%EB%B3%B8%EC%A0%90,37.3593650083014,126.930725486579",,
-,산본점,N012,500m안,93,싸이버스카이PC방,경기 군포시 산본로323번길 16-29,37.359925,126.931162,,콤마PC 카페 산본역점,"https://map.kakao.com/link/map/%EC%8B%B8%EC%9D%B4%EB%B2%84%EC%8A%A4%EC%B9%B4%EC%9D%B4PC%EB%B0%A9,37.3599248010444,126.931161814081",,
-,산본점,N012,500m안,101,ANG PC방,경기 군포시 광정로 60,37.358708,126.930795,ANG PC방,,"https://map.kakao.com/link/map/ANG%20PC%EB%B0%A9,37.35870819991816,126.93079494538846",,
-,산본점,N012,500m안,106,낮과밤PC방,경기 군포시 산본로323번길 16-30,37.360181,126.931613,,퍼스트PC방,"https://map.kakao.com/link/map/%EB%82%AE%EA%B3%BC%EB%B0%A4PC%EB%B0%A9,37.3601809545762,126.931613097967",,
-,산본점,N012,500m안,127,퍼스트PC방,경기 군포시 산본로323번길 16-36,37.360351,126.931450,퍼스트PC방,낮과밤PC방,"https://map.kakao.com/link/map/%ED%8D%BC%EC%8A%A4%ED%8A%B8PC%EB%B0%A9,37.3603511545514,126.931450396738",,
-,산본점,N012,500m안,143,철구PC 군포산본점,경기 군포시 번영로 489,37.357943,126.931584,철구PC 군포산본점,,"https://map.kakao.com/link/map/%EC%B2%A0%EA%B5%ACPC%20%EA%B5%B0%ED%8F%AC%EC%82%B0%EB%B3%B8%EC%A0%90,37.3579427851862,126.931583523417",,
-,산본점,N012,500m안,197,셈틀사랑,경기 군포시 광정로 78,37.360007,126.929748,,,"https://map.kakao.com/link/map/%EC%85%88%ED%8B%80%EC%82%AC%EB%9E%91,37.3600068646227,126.929748491534",,
B,평택소사벌점,N009,500m밖,610,사이버엔터pc방 평택비전점,경기 평택시 평택5로114번길 46,36.995354,127.112176,,,"https://map.kakao.com/link/map/%EC%82%AC%EC%9D%B4%EB%B2%84%EC%97%94%ED%84%B0pc%EB%B0%A9%20%ED%8F%89%ED%83%9D%EB%B9%84%EC%A0%84%EC%A0%90,36.9953536760328,127.112176195622",,
B,평택소사벌점,N009,500m밖,686,골드PC,경기 평택시 평택5로96번길 10,36.994640,127.112296,,,"https://map.kakao.com/link/map/%EA%B3%A8%EB%93%9CPC,36.9946399048162,127.112296471089",,
B,평택소사벌점,N009,500m밖,698,팀PC방,경기 평택시 평택5로 98,36.994606,127.111801,,익사이팅PC방 비전점,"https://map.kakao.com/link/map/%ED%8C%80PC%EB%B0%A9,36.9946061313433,127.111801016043",,
C,평택소사벌점,N009,500m밖,701,사이버게이트,경기 평택시 평남로 709,36.994448,127.112844,,,"https://map.kakao.com/link/map/%EC%82%AC%EC%9D%B4%EB%B2%84%EA%B2%8C%EC%9D%B4%ED%8A%B8,36.9944483556866,127.112844392014",,
C,평택소사벌점,N009,500m밖,705,익사이팅PC방 비전점,경기 평택시 평택5로 98,36.994554,127.111757,,팀PC방,"https://map.kakao.com/link/map/%EC%9D%B5%EC%82%AC%EC%9D%B4%ED%8C%85PC%EB%B0%A9%20%EB%B9%84%EC%A0%84%EC%A0%90,36.9945539098856,127.111757128269",,
C,평택소사벌점,N009,500m밖,710,크라우드PC 평택비전점,경기 평택시 평남로 705,36.994399,127.112503,,,"https://map.kakao.com/link/map/%ED%81%AC%EB%9D%BC%EC%9A%B0%EB%93%9CPC%20%ED%8F%89%ED%83%9D%EB%B9%84%EC%A0%84%EC%A0%90,36.9943991203386,127.112502816255",,
C,평택소사벌점,N009,500m밖,768,PC게임랜드,경기 평택시 평남로 702,36.993913,127.112156,,,"https://map.kakao.com/link/map/PC%EA%B2%8C%EC%9E%84%EB%9E%9C%EB%93%9C,36.993912863710115,127.11215610573228",,
C,평택소사벌점,N009,500m밖,941,뉴블랙PC방 비전점,경기 평택시 만세로 1845-2,37.003887,127.103758,,,"https://map.kakao.com/link/map/%EB%89%B4%EB%B8%94%EB%9E%99PC%EB%B0%A9%20%EB%B9%84%EC%A0%84%EC%A0%90,37.0038873710815,127.103757952252",,
C,평택소사벌점,N009,500m밖,1208,맥스피드PC,경기 평택시 평택5로20번길 37,36.989851,127.113375,,,"https://map.kakao.com/link/map/%EB%A7%A5%EC%8A%A4%ED%94%BC%EB%93%9CPC,36.9898505245529,127.11337453616",,
C,평택소사벌점,N009,500m밖,1389,아이팝PC 평택용이점,경기 평택시 용죽2로 32-45,36.992316,127.125137,,,"https://map.kakao.com/link/map/%EC%95%84%EC%9D%B4%ED%8C%9DPC%20%ED%8F%89%ED%83%9D%EC%9A%A9%EC%9D%B4%EC%A0%90,36.9923157854409,127.125137260419",,
C,평택소사벌점,N009,500m밖,1494,아이비PC카페,경기 평택시 조개터로34번길 26,36.989821,127.103748,,,"https://map.kakao.com/link/map/%EC%95%84%EC%9D%B4%EB%B9%84PC%EC%B9%B4%ED%8E%98,36.9898205815769,127.103747828841",,
C,평택소사벌점,N009,500m밖,1559,노리터PC카페,경기 평택시 조개터로 32,36.989819,127.102557,,,"https://map.kakao.com/link/map/%EB%85%B8%EB%A6%AC%ED%84%B0PC%EC%B9%B4%ED%8E%98,36.9898189129677,127.102557130784",,
C,평택소사벌점,N009,500m밖,1635,유니PC존,경기 평택시 중앙로 138,36.992553,127.098307,,,"https://map.kakao.com/link/map/%EC%9C%A0%EB%8B%88PC%EC%A1%B4,36.9925527915071,127.098306719871",,
C,평택소사벌점,N009,500m밖,1668,코드블랙(평택동삭3호점),경기 평택시 서재로 4,37.010089,127.098899,,,"https://map.kakao.com/link/map/%EC%BD%94%EB%93%9C%EB%B8%94%EB%9E%99(%ED%8F%89%ED%83%9D%EB%8F%99%EC%82%AD3%ED%98%B8%EC%A0%90),37.01008915401837,127.09889896307963",,
C,평택소사벌점,N009,500m밖,1715,뉴블랙PC방 평택법원점,경기 평택시 서재로 7,37.010284,127.098416,,,"https://map.kakao.com/link/map/%EB%89%B4%EB%B8%94%EB%9E%99PC%EB%B0%A9%20%ED%8F%89%ED%83%9D%EB%B2%95%EC%9B%90%EC%A0%90,37.0102841887884,127.09841606818",,
C,평택소사벌점,N009,500m밖,1727,PC토랑 평택본점,경기 평택시 평남로 1025,37.009456,127.097500,,,"https://map.kakao.com/link/map/PC%ED%86%A0%EB%9E%91%20%ED%8F%89%ED%83%9D%EB%B3%B8%EC%A0%90,37.0094559504569,127.097500400634",,
C,평택소사벌점,N009,500m밖,1948,앤유PC,경기 평택시 평남로 1046-1,37.009927,127.094921,,,"https://map.kakao.com/link/map/%EC%95%A4%EC%9C%A0PC,37.0099266030826,127.094921230402",,
C,평택소사벌점,N009,500m밖,1957,크램PC카페,경기 평택시 평남로 1053,37.009458,127.094463,,,"https://map.kakao.com/link/map/%ED%81%AC%EB%9E%A8PC%EC%B9%B4%ED%8E%98,37.009458406491,127.094463348319",,
-,평택소사벌점,N009,500m안,56,레드포스PC아레나 평택비전점,경기 평택시 비전5로 24,37.000420,127.114074,레드포스PC아레나 평택비전점,,"https://map.kakao.com/link/map/%EB%A0%88%EB%93%9C%ED%8F%AC%EC%8A%A4PC%EC%95%84%EB%A0%88%EB%82%98%20%ED%8F%89%ED%83%9D%EB%B9%84%EC%A0%84%EC%A0%90,37.0004195534428,127.114074409851",,
-,평택소사벌점,N009,500m안,83,가상현실플레이존,경기 평택시 비전5로 15,37.000153,127.112985,,,"https://map.kakao.com/link/map/%EA%B0%80%EC%83%81%ED%98%84%EC%8B%A4%ED%94%8C%EB%A0%88%EC%9D%B4%EC%A1%B4,37.0001529737423,127.112985388743",,
-,평택소사벌점,N009,500m안,108,비비피씨,경기 평택시 비전2로 196,37.000908,127.112382,비비피씨,,"https://map.kakao.com/link/map/%EB%B9%84%EB%B9%84%ED%94%BC%EC%94%A8,37.0009077519555,127.112382083581",,
-,평택소사벌점,N009,500m안,113,뉴블랙,경기 평택시 비전5로 20-48,37.000391,127.114787,뉴블랙,,"https://map.kakao.com/link/map/%EB%89%B4%EB%B8%94%EB%9E%99,37.00039093328928,127.11478663648835",,
-,평택소사벌점,N009,500m안,243,갬성PC,경기 평택시 비전5로 20-36,36.999391,127.115746,갬성PC,,"https://map.kakao.com/link/map/%EA%B0%AC%EC%84%B1PC,36.9993907021702,127.115745672926",,
B,창원남양점,20230908401,500m밖,686,피씨토랑 창원대방점,경남 창원시 성산구 대암로 110,35.215402,128.708101,,,"https://map.kakao.com/link/map/%ED%94%BC%EC%94%A8%ED%86%A0%EB%9E%91%20%EC%B0%BD%EC%9B%90%EB%8C%80%EB%B0%A9%EC%A0%90,35.2154019057515,128.708101312321",,
B,창원남양점,20230908401,500m밖,725,PC토랑 창원가음점,경남 창원시 성산구 원이대로883번길 15-24,35.207944,128.697075,,,"https://map.kakao.com/link/map/PC%ED%86%A0%EB%9E%91%20%EC%B0%BD%EC%9B%90%EA%B0%80%EC%9D%8C%EC%A0%90,35.2079435126364,128.697075422299",,
B,창원남양점,20230908401,500m밖,944,OXPC 창원사파동점,경남 창원시 성산구 창이대로706번길 4-14,35.222193,128.700214,,,"https://map.kakao.com/link/map/OXPC%20%EC%B0%BD%EC%9B%90%EC%82%AC%ED%8C%8C%EB%8F%99%EC%A0%90,35.22219277187881,128.7002143586632",,
C,창원남양점,20230908401,500m밖,994,인터넷광장,경남 창원시 성산구 창이대로706번길 4-24,35.222639,128.700039,,,"https://map.kakao.com/link/map/%EC%9D%B8%ED%84%B0%EB%84%B7%EA%B4%91%EC%9E%A5,35.2226386315614,128.700039154118",,
C,창원남양점,20230908401,500m밖,1453,대우PC방,경남 창원시 성산구 정동로162번길 74,35.200823,128.697942,,,"https://map.kakao.com/link/map/%EB%8C%80%EC%9A%B0PC%EB%B0%A9,35.2008225466152,128.697941753887",,
C,창원남양점,20230908401,500m밖,1454,OXPC 창원성주동점,경남 창원시 성산구 대암로 247,35.203898,128.711449,,인터밸리PC방,"https://map.kakao.com/link/map/OXPC%20%EC%B0%BD%EC%9B%90%EC%84%B1%EC%A3%BC%EB%8F%99%EC%A0%90,35.20389835918651,128.71144859188473",,
C,창원남양점,20230908401,500m밖,1505,인터밸리PC방,경남 창원시 성산구 대암로 247,35.203668,128.711976,,OXPC 창원성주동점,"https://map.kakao.com/link/map/%EC%9D%B8%ED%84%B0%EB%B0%B8%EB%A6%ACPC%EB%B0%A9,35.2036682967806,128.711976291088",,
C,창원남양점,20230908401,500m밖,1531,K1PC방,경남 창원시 성산구 동산로73번길 15,35.217514,128.684694,,,"https://map.kakao.com/link/map/K1PC%EB%B0%A9,35.2175143915754,128.684693859502",,
C,창원남양점,20230908401,500m밖,1686,K1 2호점,경남 창원시 성산구 마디미로21번길 8,35.221833,128.685214,,,"https://map.kakao.com/link/map/K1%202%ED%98%B8%EC%A0%90,35.2218330072232,128.68521363968",,
C,창원남양점,20230908401,500m밖,1693,메타pc 창원상남점,경남 창원시 성산구 마디미로21번길 7,35.222155,128.685374,,,"https://map.kakao.com/link/map/%EB%A9%94%ED%83%80pc%20%EC%B0%BD%EC%9B%90%EC%83%81%EB%82%A8%EC%A0%90,35.2221552121744,128.685374057141",,
C,창원남양점,20230908401,500m밖,1750,토브pc,경남 창원시 성산구 마디미로27번길 4,35.221803,128.684354,,,"https://map.kakao.com/link/map/%ED%86%A0%EB%B8%8Cpc,35.2218026141351,128.684354184312",,
C,창원남양점,20230908401,500m밖,1770,이레PC방 상남점,경남 창원시 성산구 마디미로43번길 2,35.220506,128.683273,,,"https://map.kakao.com/link/map/%EC%9D%B4%EB%A0%88PC%EB%B0%A9%20%EC%83%81%EB%82%A8%EC%A0%90,35.2205063810728,128.683273097535",,
C,창원남양점,20230908401,500m밖,1790,고릴라PC방,경남 창원시 성산구 마디미로 14,35.223114,128.684880,,볼트PC,"https://map.kakao.com/link/map/%EA%B3%A0%EB%A6%B4%EB%9D%BCPC%EB%B0%A9,35.2231137797108,128.684879894591",,
C,창원남양점,20230908401,500m밖,1791,볼트PC,경남 창원시 성산구 마디미로 10,35.223286,128.685028,,고릴라PC방,"https://map.kakao.com/link/map/%EB%B3%BC%ED%8A%B8PC,35.2232856470609,128.685028418808",,
C,창원남양점,20230908401,500m밖,1795,TTPC 창원상남직영점,경남 창원시 성산구 마디미로 20,35.222679,128.684459,,,"https://map.kakao.com/link/map/TTPC%20%EC%B0%BD%EC%9B%90%EC%83%81%EB%82%A8%EC%A7%81%EC%98%81%EC%A0%90,35.222678941722,128.684459058437",,
C,창원남양점,20230908401,500m밖,1830,앤유 NUPC 창원상남점,경남 창원시 성산구 마디미로22번길 6,35.222847,128.684123,,,"https://map.kakao.com/link/map/%EC%95%A4%EC%9C%A0%20NUPC%20%EC%B0%BD%EC%9B%90%EC%83%81%EB%82%A8%EC%A0%90,35.2228467369413,128.68412316489",,
C,창원남양점,20230908401,500m밖,1848,행복한PC방,경남 창원시 성산구 원이대로 656,35.224238,128.685140,,,"https://map.kakao.com/link/map/%ED%96%89%EB%B3%B5%ED%95%9CPC%EB%B0%A9,35.2242384787259,128.685140376171",,
C,창원남양점,20230908401,500m밖,1858,OXPC 창원상남점,경남 창원시 성산구 단정로 13,35.220708,128.682323,,,"https://map.kakao.com/link/map/OXPC%20%EC%B0%BD%EC%9B%90%EC%83%81%EB%82%A8%EC%A0%90,35.220707947532,128.682322898924",,
C,창원남양점,20230908401,500m밖,1862,앤유pc방 상남2호점,경남 창원시 성산구 마디미로10번길 10,35.223948,128.684662,,,"https://map.kakao.com/link/map/%EC%95%A4%EC%9C%A0pc%EB%B0%A9%20%EC%83%81%EB%82%A82%ED%98%B8%EC%A0%90,35.2239477351143,128.68466210652",,
-,창원남양점,20230908401,500m안,138,저스트PC존,경남 창원시 성산구 가음로15번길 38,35.212632,128.701628,저스트,,"https://map.kakao.com/link/map/%EC%A0%80%EC%8A%A4%ED%8A%B8PC%EC%A1%B4,35.212631720576,128.701628072436",,
-,창원남양점,20230908401,500m안,238,아이앤락PC방,경남 창원시 성산구 가음로15번길 52,35.212845,128.703258,,,"https://map.kakao.com/link/map/%EC%95%84%EC%9D%B4%EC%95%A4%EB%9D%BDPC%EB%B0%A9,35.2128449180005,128.703257739919",,
-,창원남양점,20230908401,500m안,325,M마루PC방 남양점,경남 창원시 성산구 대정로 77,35.210773,128.700986,,,"https://map.kakao.com/link/map/M%EB%A7%88%EB%A3%A8PC%EB%B0%A9%20%EB%82%A8%EC%96%91%EC%A0%90,35.21077251522011,128.7009864153718",,
-,창원남양점,20230908401,500m안,429,인터밸리PC방,경남 창원시 성산구 대암로 80,35.215002,128.705300,,,"https://map.kakao.com/link/map/%EC%9D%B8%ED%84%B0%EB%B0%B8%EB%A6%ACPC%EB%B0%A9,35.2150016081554,128.705300333682",,
B,청주터미널점,20230829399,500m밖,521,보드카페정PC,충북 청주시 흥덕구 풍년로180번길 16,36.628374,127.432569,,,"https://map.kakao.com/link/map/%EB%B3%B4%EB%93%9C%EC%B9%B4%ED%8E%98%EC%A0%95PC,36.6283739141039,127.432569343437",,
B,청주터미널점,20230829399,500m밖,618,케이제이프로택,충북 청주시 흥덕구 풍년로142번길 39,36.626120,127.435875,,,"https://map.kakao.com/link/map/%EC%BC%80%EC%9D%B4%EC%A0%9C%EC%9D%B4%ED%94%84%EB%A1%9C%ED%83%9D,36.626119851944,127.43587493777",,
B,청주터미널점,20230829399,500m밖,730,레드PC,충북 청주시 흥덕구 짐대로72번길 41,36.630948,127.427579,,,"https://map.kakao.com/link/map/%EB%A0%88%EB%93%9CPC,36.6309475349993,127.427579296602",,
C,청주터미널점,20230829399,500m밖,801,캠프VR 청주점,충북 청주시 흥덕구 비하로42번길 8,36.630985,127.425279,,,"https://map.kakao.com/link/map/%EC%BA%A0%ED%94%84VR%20%EC%B2%AD%EC%A3%BC%EC%A0%90,36.63098460599457,127.42527853520524",,
C,청주터미널점,20230829399,500m밖,826,샵PC방,충북 청주시 흥덕구 가경로 140,36.627476,127.437730,,,"https://map.kakao.com/link/map/%EC%83%B5PC%EB%B0%A9,36.6274755636787,127.437729521446",,
