매장명,매장코드,개점일,매출기간,거리m,상호,주소,위도,경도,등급,판정,메모
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,1031,레드포스PC아레나 이매점,경기 성남시 분당구 판교로 442,37.405150,127.122884,A,영업,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,1068,독스PC 이매점,경기 성남시 분당구 판교로 436,37.405160,127.122200,A,영업,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,1068,조이칸PC방 이매점,경기 성남시 분당구 판교로 436,37.405153,127.122204,A,폐업,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,1905,베스트PC게임랜드,경기 성남시 중원구 제일로 17,37.428671,127.137377,A,폐업,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,1935,제로백PC방 도촌점,경기 성남시 중원구 도촌로8번길 11,37.414978,127.151545,A,영업,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,43,킹스PC방,경기 성남시 분당구 성남대로926번길 6,37.412182,127.129833,-,,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,53,레벨업 PC방 야탑점,경기 성남시 분당구 성남대로 926,37.412573,127.129290,-,,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,61,옵티멈존PC카페 야탑점,경기 성남시 분당구 성남대로926번길 18,37.413110,127.129746,-,,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,61,덤프피씨,경기 성남시 분당구 성남대로926번길 18,37.413110,127.129745,-,,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,106,킹스PC방 2호점,경기 성남시 분당구 성남대로916번길 5,37.411615,127.129926,-,,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,263,크루PC방,경기 성남시 분당구 야탑로69번길 24-6,37.411436,127.127278,-,,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,354,비바쿡앤플존PC,경기 성남시 분당구 야탑로69번길 8,37.410525,127.126826,-,,
야탑점,20260706438,2026-07-06,2026-07 ~ 2026-08,384,JMT PC3,경기 성남시 분당구 매화로 50,37.411943,127.134165,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,506,인터존PC방,울산 남구 대학로64번길 7-16,35.540919,129.259672,A,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,685,루체PC,울산 남구 대학로43번길 18-14,35.540958,129.255868,A,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,706,카카오PC 울산과학대점,울산 남구 대학로55번길 19,35.541060,129.255434,A,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,737,메타PC 울산과학대점,울산 남구 대학로43번길 18-4,35.540571,129.255539,A,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,788,더케이PC플러스,울산 남구 신복로46번길 32,35.551947,129.258175,A,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,791,더케이PC카페,울산 남구 신복로46번길 32,35.551947,129.258065,A,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,1176,다모아PC,울산 남구 삼호로 79,35.549449,129.273173,A,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,1232,프리덤pc방,울산 울주군 범서읍 굴화1길 64-5,35.556402,129.260878,A,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,133,웨이브,울산 남구 대학로 106,35.544222,129.260601,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,231,뉴PC클럽,울산 남구 대학로121번길 18,35.546484,129.259133,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,251,티오PC카페 무거점,울산 남구 신복로21번길 19,35.546610,129.258980,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,266,시즌아이PC방 울산대점,울산 남구 신복로21번길 13-1,35.547110,129.259303,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,268,배드VR게임장 무거점,울산 남구 대학로94번길 10,35.542896,129.260922,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,278,카카오PC,울산 남구 신복로21번길 11,35.547354,129.259475,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,307,레드션PC방,울산 남구 대학로131번길 22,35.547524,129.259213,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,311,스카이PC클럽,울산 남구 신복로6번길 7,35.548101,129.261483,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,377,벅스 PC방,울산 남구 대학로 82,35.542152,129.259670,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,407,레벨업PC방 울산점,울산 남구 대학로 80,35.541884,129.259591,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,407,쓰리팝PC카페 울산대점,울산 남구 대학로 80,35.541883,129.259593,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,442,브랜뉴PC 울산무거점,울산 남구 신복로 33,35.548708,129.258701,-,,
울산대점,20250110420,2025-01-10,2025-01 ~ 2026-08,449,몬스터PC 울산대점,울산 남구 대학로 74,35.541612,129.259182,-,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,546,와우PC,경기 하남시 신장로 97-1,37.537033,127.206939,A,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,550,원투PC존,경기 하남시 신장로 97-1,37.536984,127.206955,A,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,690,궁뎅이PC방,경기 하남시 역말로16번길 3,37.533778,127.200698,A,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,717,아이닉스PC방,경기 하남시 역말로 15,37.533620,127.200151,A,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,786,욜로PC방 하남신장점,경기 하남시 하남대로 780,37.540031,127.210832,A,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,1039,제로백 신장점,경기 하남시 대청로 13,37.540248,127.213691,A,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,1163,탑클래스PC방 하남시청점,경기 하남시 대청로 26,37.540445,127.215088,A,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,1376,피에스타PC방 하남덕풍점,경기 하남시 덕풍동로 111,37.551195,127.208434,A,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,1531,레벨업PC,경기 하남시 대청로 62-1,37.540184,127.219269,A,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,63,긱스타PC방,경기 하남시 신장로 162,37.540365,127.201485,-,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,85,필드스타PC카페,경기 하남시 신장로 164,37.540383,127.201168,-,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,292,레드포스PC아레나 하남신장점,경기 하남시 신평로 57,37.538875,127.204980,-,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,293,3POP PC카페,경기 하남시 신평로 57,37.538888,127.205002,-,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,314,스타디움PC,경기 하남시 신평로 65,37.539520,127.205462,-,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,360,제노PC방,경기 하남시 신장1로9번길 71,37.538797,127.205762,-,,
하남덕풍점,20230818398,2023-08-18,2023-09 ~ 2026-08,477,짱PC,경기 하남시 신장로 104,37.537647,127.206518,-,,
호구포역점,N003,,,1122,욜로PC방 인천논현점,인천 남동구 논고개로123번길 35,37.401468,126.722090,A,,
호구포역점,N003,,,1207,아이비스피씨방,인천 남동구 논고개로123번길 17,37.401688,126.723081,A,,
호구포역점,N003,,,1208,아이젠PC방,인천 남동구 논고개로123번길 17,37.401676,126.723079,A,,
호구포역점,N003,,,1208,더원PC,인천 남동구 논고개로123번길 17,37.401685,126.723084,A,,
호구포역점,N003,,,1277,시즌PC방,인천 남동구 논고개로 117,37.401689,126.723861,A,,
호구포역점,N003,,,1325,챔버스 인천논현점,인천 남동구 논고개로 120,37.402019,126.724430,A,,
호구포역점,N003,,,1551,쥬쥬BOX,인천 남동구 논고개로 77,37.398438,126.726254,A,,
호구포역점,N003,,,1693,라피에스타PC카페 모노치즈,인천 남동구 논고개로 61,37.397492,126.727564,A,,
호구포역점,N003,,,1946,스타PC,인천 남동구 에코중앙로156번길 5-8,37.391271,126.726414,A,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,514,아크로폴리탄,전남광주통합특별시 광산구 임방울대로826번길 47,35.215306,126.849207,A,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,568,블루오션PC방,전남광주통합특별시 광산구 월계로 117-32,35.216639,126.838151,A,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,584,크라우드PC 광주첨단점,전남광주통합특별시 광산구 월계로 223-8,35.214412,126.850107,A,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,698,미스터KPC방,전남광주통합특별시 광산구 첨단중앙로170번길 64,35.220429,126.845409,A,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,1115,사이버캐슬PC방,전남광주통합특별시 광산구 월계로 50,35.210911,126.832160,A,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,1136,메가PC방,전남광주통합특별시 광산구 앰코로 35,35.221727,126.852279,A,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,1598,초아PC방,전남광주통합특별시 북구 첨단연신로 261,35.207322,126.859056,A,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,1753,아이리스PC PoP,전남광주통합특별시 북구 첨단연신로107번길 45-21,35.206884,126.860700,A,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,1967,크라우드PC 첨단2지구점,전남광주통합특별시 북구 첨단연신로91번길 10,35.206670,126.863208,A,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,1978,레드포스PC아레나 신용양산점,전남광주통합특별시 북구 첨단연신로91번길 10,35.206552,126.863267,A,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,55,엘씨피시방,전남광주통합특별시 광산구 첨단중앙로 96,35.213829,126.843471,-,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,58,라움PC,전남광주통합특별시 광산구 첨단중앙로 96,35.214022,126.843134,-,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,76,유지트PC 첨단점,전남광주통합특별시 광산구 월계로 169,35.213667,126.844047,-,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,93,소풍PC 광주첨단점,전남광주통합특별시 광산구 첨단중앙로106번길 23,35.214940,126.844353,-,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,119,아이리스PC,전남광주통합특별시 광산구 첨단중앙로106번길 29,35.214961,126.844717,-,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,186,도트PC 첨단지구점,전남광주통합특별시 광산구 첨단중앙로106번길 50,35.214603,126.845711,-,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,197,화이트PC,전남광주통합특별시 광산구 임방울대로800번길 82,35.213822,126.845783,-,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,228,레드포스PC아레나 광주첨단점,전남광주통합특별시 광산구 임방울대로800번길 71,35.214213,126.846205,-,,
광주첨단점,20260717439,2026-07-17,2026-07 ~ 2026-08,381,킹덤피시방,전남광주통합특별시 광산구 월계로 203,35.213849,126.847846,-,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,851,G플러스PC,강원특별자치도 강릉시 지변길 2,37.773303,128.874700,B,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,858,오셀롯pc방 강릉원주대점,강원특별자치도 강릉시 지변길 32,37.772284,128.872212,B,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,902,PC토랑 강릉원주대점,강원특별자치도 강릉시 지변길 20,37.773075,128.872777,B,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,1214,제로백PC방 강릉유천점,강원특별자치도 강릉시 선수촌로 69,37.757266,128.870040,C,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,1217,리그PC,강원특별자치도 강릉시 선수촌로 69,37.757279,128.869966,C,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,1276,제너스PC 강릉유천점,강원특별자치도 강릉시 선수촌로63번길 6-3,37.756843,128.869581,C,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,1560,SSVR게임,강원특별자치도 강릉시 사임당로 129,37.756182,128.865611,C,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,1717,붐PC방,강원특별자치도 강릉시 임영로164번길 8,37.755751,128.892555,C,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,1767,갤럭시게임랜드,강원특별자치도 강릉시 강릉대로 245,37.760014,128.896626,C,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,1783,게임존,강원특별자치도 강릉시 율곡로 2862,37.758984,128.896225,C,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,1907,에버피시(ever pc),강원특별자치도 강릉시 문화의길8번길 1,37.755009,128.894610,C,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,1937,CNGPC,강원특별자치도 강릉시 문화의길7번길 7,37.754226,128.894181,C,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,54,옹포PC,강원특별자치도 강릉시 솔올로 51,37.766608,128.878277,-,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,65,오셀롯PC 강릉교동점,강원특별자치도 강릉시 하슬라로192번길 21,37.766700,128.877929,-,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,103,SF PC,강원특별자치도 강릉시 솔올로 38,37.765217,128.878341,-,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,134,스피드PC방,강원특별자치도 강릉시 교동광장로100번길 8-12,37.765149,128.877230,-,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,216,라이킷PC 강릉교동점,강원특별자치도 강릉시 솔올로 25,37.764217,128.877630,-,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,240,엠엑스5피씨방(MX5PC방),강원특별자치도 강릉시 교동광장로 110,37.764397,128.876489,-,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,416,인디고PC 교동본점,강원특별자치도 강릉시 솔올로5번길 5,37.762529,128.876816,-,,
강릉교동점(신),20260123429,2026-01-23,2026-01 ~ 2026-08,437,시즌아이PC방,강원특별자치도 강릉시 정원로 42,37.762256,128.877219,-,,
 창원상남점,N010,,,593,K1PC방,경남 창원시 성산구 동산로73번길 15,35.217514,128.684694,B,,
 창원상남점,N010,,,652,탑존PC,경남 창원시 성산구 중앙대로83번길 14,35.223390,128.677474,B,,
 창원상남점,N010,,,787,멀티방,경남 창원시 성산구 용지로153번길 7,35.228944,128.680159,B,,
 창원상남점,N010,,,799,엑스존3PC방,경남 창원시 성산구 용지로113번길 17-1,35.227082,128.677489,C,,
 창원상남점,N010,,,817,이노스페이스 창원중앙점,경남 창원시 성산구 용지로 58,35.221317,128.675833,C,,
 창원상남점,N010,,,823,욜로PC 용호점,경남 창원시 성산구 원이대로589번길 18,35.229193,128.679901,C,,
 창원상남점,N010,,,829,존버PC,경남 창원시 성산구 용지로153번길 12,35.229409,128.680209,C,,
 창원상남점,N010,,,883,레드포스PC아레나 용호점,경남 창원시 성산구 용지로169번길 11-14,35.230086,128.680523,C,,
 창원상남점,N010,,,1405,인터넷광장,경남 창원시 성산구 창이대로706번길 4-24,35.222639,128.700039,C,,
 창원상남점,N010,,,1422,OXPC 창원사파동점,경남 창원시 성산구 창이대로706번길 4-14,35.222193,128.700214,C,,
 창원상남점,N010,,,1802,아이센스블랙라벨PC존 창원남양점,경남 창원시 성산구 대암로 40-14,35.213630,128.700891,C,,
 창원상남점,N010,,,1915,OXPC 창원반송점,경남 창원시 성산구 원이대로473번길 9,35.234795,128.669418,C,,
 창원상남점,N010,,,1921,저스트PC존,경남 창원시 성산구 가음로15번길 38,35.212632,128.701628,C,,
 창원상남점,N010,,,37,고릴라PC방,경남 창원시 성산구 마디미로 14,35.223114,128.684880,-,,
 창원상남점,N010,,,44,앤유 NUPC 창원상남점,경남 창원시 성산구 마디미로22번길 6,35.222847,128.684123,-,,
 창원상남점,N010,,,60,볼트PC,경남 창원시 성산구 마디미로 10,35.223286,128.685028,-,,
 창원상남점,N010,,,104,메타pc 창원상남점,경남 창원시 성산구 마디미로21번길 7,35.222155,128.685374,-,,
 창원상남점,N010,,,119,토브pc,경남 창원시 성산구 마디미로27번길 4,35.221803,128.684354,-,,
 창원상남점,N010,,,120,앤유pc방 상남2호점,경남 창원시 성산구 마디미로10번길 10,35.223948,128.684662,-,,
 창원상남점,N010,,,126,K1 2호점,경남 창원시 성산구 마디미로21번길 8,35.221833,128.685214,-,,
 창원상남점,N010,,,160,행복한PC방,경남 창원시 성산구 원이대로 656,35.224238,128.685140,-,,
 창원상남점,N010,,,288,이레PC방 상남점,경남 창원시 성산구 마디미로43번길 2,35.220506,128.683273,-,,
 창원상남점,N010,,,317,OXPC 창원상남점,경남 창원시 성산구 단정로 13,35.220708,128.682323,-,,
 창원상남점,N010,,,482,코크게임,경남 창원시 성산구 중앙대로 111,35.224791,128.679867,-,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,589,디엘스PC 남광장점,경기 화성시 동탄구 동탄중심상가1길 27,37.201150,127.072553,B,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,594,쉬는시간피씨존,경기 화성시 동탄구 동탄중심상가1길 31,37.201138,127.072267,B,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,594,레드포스PC아레나 동탄남광장점,경기 화성시 동탄구 동탄중심상가1길 31,37.201134,127.072276,B,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,594,라운드앤,경기 화성시 동탄구 동탄중심상가1길 31,37.201134,127.072276,C,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,607,잇츠PC,경기 화성시 동탄구 동탄중심상가1길 35,37.201131,127.071578,C,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,712,동탄 탑플레이스PC방,경기 화성시 동탄구 동탄중심상가1길 8,37.200089,127.072004,C,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,722,수피아PC방 동탄점,경기 화성시 동탄구 동탄반석로 124,37.200038,127.071719,C,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,885,헤라PC방,경기 화성시 동탄구 동탄지성로 108,37.208526,127.063678,C,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,943,욜로PC방 화성반송점,경기 화성시 동탄구 동탄지성로 109,37.208299,127.062927,C,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,1035,일렉트로VR 화성동탄점,경기 화성시 동탄구 동탄중앙로 376,37.214235,127.079679,C,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,1236,피씨(PC)토랑 2호점,경기 화성시 동탄구 동탄지성로 141,37.209425,127.059878,C,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,1467,아크PC,경기 화성시 동탄구 동탄솔빛로 48,37.193203,127.073326,C,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,1710,아칸pc카페,경기 화성시 동탄구 10용사로 349-3,37.199337,127.056194,C,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,43,데일리PC카페,경기 화성시 동탄구 동탄중심상가2길 36,37.206789,127.073484,-,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,60,제로백PC 동탄북광장점,경기 화성시 동탄구 동탄중심상가2길 29,37.206149,127.073880,-,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,73,크라우드PC 북광장점,경기 화성시 동탄구 동탄중심상가2길 11,37.205765,127.073276,-,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,87,더플레이 동탄점,경기 화성시 동탄구 동탄중심상가2길 15,37.205663,127.073552,-,,
동탄북광장점,20250124421,2025-01-24,2025-01 ~ 2026-08,164,에스알피PC방 동탄북광장점,경기 화성시 동탄구 동탄지성로 2,37.205015,127.073863,-,,
춘천퇴계점,N002,,,589,게임#더 아지트,강원특별자치도 춘천시 안마산로 217-1,37.849911,127.738676,B,,
춘천퇴계점,N002,,,800,레드포스PC아레나 춘천퇴계점,강원특별자치도 춘천시 김유정로 1884,37.854290,127.737102,B,,
춘천퇴계점,N002,,,900,웁씨PC방 춘천본점,강원특별자치도 춘천시 퇴계로 183,37.857664,127.739302,B,,
춘천퇴계점,N002,,,904,고스트PC방,강원특별자치도 춘천시 후석로 45,37.858745,127.741830,C,,
춘천퇴계점,N002,,,912,샹떼 PC방 석사점,강원특별자치도 춘천시 후석로 47,37.858842,127.741922,C,,
춘천퇴계점,N002,,,913,라운지PC방,강원특별자치도 춘천시 후석로 47,37.858846,127.741899,C,,
춘천퇴계점,N002,,,998,장동민의크라우드PC 퇴계점,강원특별자치도 춘천시 퇴계로 175,37.858191,127.738329,C,,
춘천퇴계점,N002,,,1236,라이또PC방 춘천거두점,강원특별자치도 춘천시 동내면 거두택지길 93-16,37.856349,127.757587,C,,
춘천퇴계점,N002,,,1704,가까운PC방 (퇴계점),강원특별자치도 춘천시 퇴계로93번길 10-8,37.862227,127.731942,C,,
춘천퇴계점,N002,,,1755,나인9PC,강원특별자치도 춘천시 백령로 4,37.865039,127.735916,C,,
춘천퇴계점,N002,,,1756,리드pc방,강원특별자치도 춘천시 백령로 4,37.865056,127.735934,C,,
춘천퇴계점,N002,,,1789,라이또PC방 춘천퇴계점,강원특별자치도 춘천시 퇴계로93번길 3,37.862384,127.730770,C,,
춘천퇴계점,N002,,,1859,강원대PC카페,강원특별자치도 춘천시 백령로 29,37.866768,127.737914,C,,
춘천퇴계점,N002,,,1873,겜잡이피씨방,강원특별자치도 춘천시 애막골길3번길 28,37.867038,127.752055,C,,
춘천퇴계점,N002,,,44,자이언트PC방 2호점,강원특별자치도 춘천시 지석로 85,37.851021,127.744719,-,,
춘천퇴계점,N002,,,50,리얼레이싱존,강원특별자치도 춘천시 퇴계농공로 19,37.851421,127.744897,-,,
춘천퇴계점,N002,,,99,옵티멈존 피씨카페춘천석사점 주식회사,강원특별자치도 춘천시 퇴계농공로 22,37.851218,127.744116,-,,
춘천퇴계점,N002,,,100,에코스피시방,강원특별자치도 춘천시 퇴계농공로 22,37.851109,127.744081,-,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,815,라이또PC 금촌점,경기 파주시 동산2길 32,37.758190,126.770707,B,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,895,스펙PC카페,경기 파주시 한마음1길 40,37.757291,126.771063,B,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,920,시네마북피씨방,경기 파주시 한마음1길 39-10,37.757313,126.770257,B,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,926,레벨업 피씨카페,경기 파주시 한마음1길 38,37.756962,126.771187,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,926,포텐피씨 카페4TEN PC CAFE,경기 파주시 한마음1길 38,37.756962,126.771187,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,927,포텐pc카페,경기 파주시 한마음1길 38,37.756954,126.771180,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,948,맥스피드PC 금촌본점,경기 파주시 번영로 37,37.757620,126.768854,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,1545,피씨토랑,경기 파주시 금빛로 24-21,37.751985,126.767918,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,1554,아이센스리그PC,경기 파주시 금빛로 24-17,37.751983,126.767632,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,1567,점핏(JUMPIT),경기 파주시 금빛로 24-28,37.751655,126.768273,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,1570,사이버파크PC방 금릉역점,경기 파주시 금빛로 24-28,37.751626,126.768278,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,1570,아이탐스PC존,경기 파주시 금빛로 24-9,37.751954,126.767258,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,1601,쓰리팝 파주금릉점,경기 파주시 금빛로 24-10,37.751652,126.767276,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,1606,파워플레이스테이션,경기 파주시 금릉역로 84,37.752115,126.765939,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,1615,클라스PC방,경기 파주시 금빛로 22,37.751627,126.766939,C,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,108,올레피씨,경기 파주시 새꽃로 206-2,37.765389,126.775580,-,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,118,VR플레이스 파주금촌점,경기 파주시 아동로 7,37.764215,126.775581,-,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,148,불독PC카페,경기 파주시 아동로 10,37.764023,126.775825,-,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,161,아이비스PC방 금촌점,경기 파주시 아동로 15,37.764716,126.776349,-,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,174,헤라PC 금촌점,경기 파주시 문화로 103,37.763304,126.774554,-,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,174,쓰리팝PC,경기 파주시 문화로 103,37.763303,126.774479,-,,
금촌역점,20250530424,2025-05-30,2025-05 ~ 2026-08,456,금촌게임장,경기 파주시 문화로 74,37.760878,126.775722,-,,
김포풍무점,N013,,,805,진PC방,경기 김포시 풍무로 45-1,37.600045,126.720559,B,,
김포풍무점,N013,,,958,플레이문PC,경기 김포시 풍무1로 65-3,37.610769,126.733135,B,,
김포풍무점,N013,,,1424,피씨로그 플레잇 PC방 김포점,경기 김포시 사우중로 45,37.619148,126.718427,B,,
김포풍무점,N013,,,1430,캐치팡 사우점,경기 김포시 사우중로 45,37.619230,126.718504,C,,
김포풍무점,N013,,,1440,유에프오게임,인천 검단구 이음5로 80,37.595247,126.716324,C,,
김포풍무점,N013,,,1467,스페이스PC방,경기 김포시 돌문로 49,37.619296,126.717495,C,,
김포풍무점,N013,,,1537,원탑PC 검단점,인천 검단구 바리미로5번길 16,37.594473,126.715825,C,,
김포풍무점,N013,,,1605,레벨업PC카페,경기 김포시 사우중로 78,37.621258,126.720850,C,,
김포풍무점,N013,,,1608,레드포스PC아레나 아라역점,인천 검단구 바리미로5번길 8,37.594067,126.715042,C,,
김포풍무점,N013,,,1608,엔터오락실,인천 검단구 바리미로5번길 8,37.594067,126.715042,C,,
김포풍무점,N013,,,1613,안드로메다 사우점,경기 김포시 사우중로 78,37.621339,126.720908,C,,
김포풍무점,N013,,,1653,아이센스리그PC방 김포사우점,경기 김포시 사우중로 82,37.621737,126.721192,C,,
김포풍무점,N013,,,1860,픽업갈래,인천 검단구 발산로5번길 12,37.593342,126.711080,C,,
김포풍무점,N013,,,1900,레드포스PC아레나 인천검단점,인천 검단구 발산로 27,37.592929,126.711039,C,,
김포풍무점,N013,,,1954,피식PC 인천아라역점,인천 검단구 발산로 17,37.592805,126.710208,C,,
김포풍무점,N013,,,57,샹떼PC방 김포풍무점,경기 김포시 양도로 9,37.606675,126.723961,-,,
