매장명,매장코드,개점일,매출기간,거리m,상호,주소,위도,경도,등급,판정,메모
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1496,뉴캐슬PC죤,경기 안산시 단원구 선부로 286,37.341466,126.826868,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1558,하늘다리PC방,경기 안산시 단원구 지곡로 122-1,37.339941,126.794302,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1596,사이버캡틴PC존,경기 안산시 단원구 와동로 47,37.334719,126.829190,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1623,블레스PC방,경기 안산시 단원구 와동로 48,37.334453,126.829457,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1723,금리래PC방,경기 안산시 단원구 원곡로 41,37.330952,126.793019,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1756,에스PC,경기 안산시 단원구 부부로1길 24,37.330881,126.792653,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1781,금이래망파PC방,경기 안산시 단원구 원본로 26,37.330397,126.792587,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1880,사이버PC방,경기 안산시 단원구 다문화길 31,37.330831,126.791191,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,1926,KYSH,경기 안산시 단원구 다문화2길 26,37.330334,126.790856,C,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,34,골드PC,경기 안산시 단원구 선부광장1로 66,37.336107,126.811608,-,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,69,제로백pc방 안산선부점,경기 안산시 단원구 선부광장1로 70,37.335942,126.811940,-,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,75,앤유PC 안산본점,경기 안산시 단원구 선부광장로 27,37.336060,126.810480,-,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,171,짱PC 선부점,경기 안산시 단원구 선부광장1로 84,37.335253,126.812727,-,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,178,짱피 헤라PC방,경기 안산시 단원구 선부광장1로 84,37.335257,126.812838,-,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,202,놀토PC방,경기 안산시 단원구 선부광장로 17,37.335997,126.809026,-,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,354,피씨채널 PC방,경기 안산시 단원구 선부광장1로 108,37.333252,126.812556,-,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,357,올스타즈PC방,경기 안산시 단원구 선부광장1로 14,37.335864,126.807287,-,,
안산선부점,20230707397,2023-07-07,2023-07 ~ 2026-08,357,월드게임장,경기 안산시 단원구 선부광장1로 14,37.335863,126.807288,-,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,727,맥스PC,충북 청주시 흥덕구 대신로 4,36.633262,127.436318,B,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1060,체크인체크PC,충북 청주시 흥덕구 2순환로 1060,36.640032,127.421852,B,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1072,캐치캐치,충북 청주시 흥덕구 2순환로1050번길 8-2,36.641270,127.421908,B,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1091,레드PC,충북 청주시 흥덕구 짐대로72번길 41,36.630948,127.427579,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1203,캠프VR 청주점,충북 청주시 흥덕구 비하로42번길 8,36.630985,127.425279,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1234,보드카페정PC,충북 청주시 흥덕구 풍년로180번길 16,36.628374,127.432569,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1378,샵PC방,충북 청주시 흥덕구 가경로 140,36.627476,127.437730,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1395,두꺼비PC,충북 청주시 흥덕구 풍년로160번길 20,36.626884,127.433786,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1410,해피머니게임장,충북 청주시 흥덕구 풍년로160번길 12,36.626752,127.433410,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1452,OXPC 청주복대점,충북 청주시 흥덕구 사직대로 10,36.633993,127.448440,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1471,두꺼비PC방,충북 청주시 흥덕구 내수동로 7,36.633813,127.448572,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1471,복대그린PC방,충북 청주시 흥덕구 내수동로 10,36.633643,127.448471,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1493,케이제이프로택,충북 청주시 흥덕구 풍년로142번길 39,36.626120,127.435875,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1516,사이버존PC방,충북 청주시 흥덕구 풍년로 148-1,36.625793,127.433557,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1552,시크릿PC방,충북 청주시 흥덕구 풍년로 144,36.625476,127.433658,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1560,레드포스PC아레나 청주터미널,충북 청주시 흥덕구 가로수로1164번길 41-44,36.625890,127.429101,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1574,쿡PC,충북 청주시 흥덕구 가로수로1164번길 7-2,36.626442,127.426672,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1575,아이피씨유 i PC U,충북 청주시 흥덕구 가로수로1164번길 41-29,36.625981,127.428165,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1634,블루PC,충북 청주시 흥덕구 가로수로1154번길 5-12,36.626248,127.425614,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1706,아이센스블랙 라벨PC존 청주터미널점,충북 청주시 흥덕구 서현동로 25,36.624500,127.429245,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1711,피시태그 청주강서점,충북 청주시 흥덕구 강서로 107,36.624741,127.427952,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1763,체크인체크PC,충북 청주시 흥덕구 서현동로 16,36.623825,127.430129,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1826,뉴페이스PC방,충북 청주시 흥덕구 서현중로 56,36.623452,127.428929,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1826,라이또PC방 강서점,충북 청주시 흥덕구 서현중로 58-1,36.623515,127.428611,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1841,X큐브PC존,충북 청주시 흥덕구 충대로 7,36.633298,127.452794,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1855,3POP PC방,충북 청주시 흥덕구 내수동로 46,36.632502,127.452549,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1877,욜로pc방 청주가경점,충북 청주시 흥덕구 서현동로 4,36.622712,127.430698,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,1974,M&S PC클럽,충북 청주시 흥덕구 직지대로 561,36.643545,127.455171,C,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,44,레드포스PC아레나 청주복대점,충북 청주시 흥덕구 대신로73번길 39,36.639480,127.433183,-,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,44,탑스타PC,충북 청주시 흥덕구 대신로73번길 39,36.639481,127.433182,-,,
청주지웰시티점,20230915402,2023-09-15,2023-10 ~ 2026-08,66,G7 PC방,충북 청주시 흥덕구 대신로73번길 41,36.639410,127.432940,-,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,554,피시인,충북 청주시 청원구 수암로 99,36.651119,127.493535,B,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,577,PC인클럽,충북 청주시 청원구 수암로 98-3,36.651118,127.493790,B,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,660,평화PC,충북 청주시 청원구 향군로108번길 23,36.655102,127.483105,B,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,703,수PC스테이션 청대점,충북 청주시 청원구 상당로302번길 133,36.653391,127.494269,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,813,더샾PC방,충북 청주시 청원구 내덕로 11,36.656144,127.481971,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,949,스타PC,충북 청주시 흥덕구 흥덕로162번길 13,36.647639,127.477311,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,982,황제PC,충북 청주시 서원구 사운로 170-1,36.644260,127.479352,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,985,비엔나PC방 사직점,충북 청주시 서원구 사북로 80,36.643760,127.479926,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1035,본PC스테이션,충북 청주시 흥덕구 사운로 215,36.647733,127.476278,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1064,와와PC방,충북 청주시 청원구 안덕벌로52번길 109,36.655779,127.497157,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1072,대박PC,충북 청주시 흥덕구 운천로4번길 17,36.649838,127.475432,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1075,슈퍼스타PC방,충북 청주시 흥덕구 흥덕로 152-2,36.647540,127.475874,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1118,파란PC방,충북 청주시 흥덕구 사운로 244-1,36.649941,127.474918,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1131,킹골드PC,충북 청주시 흥덕구 사운로 239,36.649345,127.474822,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1164,비트PC방 청주운천점,충북 청주시 흥덕구 사운로 252,36.650502,127.474393,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1219,킹PC,충북 청주시 청원구 충청대로 41,36.660971,127.490498,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1363,엉클PC,충북 청주시 청원구 안덕벌로102번길 2,36.658145,127.499128,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1434,꿀PC방,충북 청주시 서원구 사운로 114,36.639157,127.479217,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1450,테크런 청주점,충북 청주시 상당구 중앙로 1-1,36.637245,127.488822,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1603,PC태그,충북 청주시 상당구 성안로 13,36.635918,127.489493,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1709,쿵스게임랜드 청주점,충북 청주시 상당구 성안로 19-2,36.634951,127.489480,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1783,피시태그 율량점,충북 청주시 청원구 1순환로 144,36.664562,127.496529,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1790,레드포스PC아레나 청주율량점,충북 청주시 청원구 1순환로 142,36.664512,127.496827,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1792,슈팅존스크린사격,충북 청주시 청원구 1순환로 142,36.664534,127.496823,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1859,맥PC,충북 청주시 청원구 율량로190번길 53,36.665599,127.495816,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1882,팡팡배틀존,충북 청주시 청원구 율량로202번길 30,36.665291,127.497189,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1908,제이에이치제이컴퍼니,충북 청주시 청원구 율봉로94번길 9,36.666496,127.480360,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1912,맥PC카페 사천점,충북 청주시 청원구 율봉로94번길 9,36.666504,127.480254,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,1959,비오비피씨(BOBPC)방 율량점,충북 청주시 청원구 율봉로 97,36.666907,127.480094,C,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,100,PC태그 청대점,충북 청주시 청원구 직지대로 879,36.651161,127.487240,-,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,170,OXPC 청주대점,충북 청주시 청원구 상당로 257,36.651408,127.488702,-,,
청주대점,20240412409,2024-04-12,2024-05 ~ 2026-08,429,마카오pc방,충북 청주시 청원구 우암로 32,36.652192,127.483253,-,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,615,아이비스pc,서울 강서구 공항대로42길 16,37.557259,126.843660,B,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,667,와우PC존,서울 강서구 강서로 451,37.565782,126.840304,B,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,749,제로백PC 등촌점,서울 강서구 강서로 460,37.566307,126.841131,B,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,749,게임팩토리PC,서울 강서구 강서로 460,37.566307,126.841131,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,776,긱스타PC카페,서울 강서구 공항대로 194,37.558981,126.829035,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,787,놀만한곳,서울 강서구 마곡중앙6로 11,37.560948,126.828842,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,789,메타PC 강서본점,서울 강서구 강서로 462,37.566612,126.841402,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,898,플렉스피씨,서울 강서구 화곡로63길 93,37.558531,126.847662,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1034,레벨업PC방 내발산점,서울 강서구 강서로47길 113,37.553209,126.829861,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1192,쓰리팝PC카페,서울 강서구 양천로 452,37.562995,126.850713,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1279,제로백PC 우장산점,서울 강서구 강서로 257,37.548687,126.836036,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1305,레벨업PC방 마곡점,서울 강서구 마곡중앙로 161-11,37.568014,126.826733,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1337,그랜드게임존,서울 강서구 화곡로 347,37.554834,126.851291,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1345,이네이처PC방,서울 강서구 화곡로 347,37.554798,126.851368,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1351,레드포스PC아레나 강서마곡점,서울 강서구 마곡중앙로 161-17,37.568106,126.826128,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1358,누리터PC방,서울 강서구 양천로57길 16,37.563377,126.852524,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1426,럭키캐치,서울 강서구 화곡로 318-1,37.552288,126.850481,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1437,포포PC방 강서구청점,서울 강서구 공항대로46길 90,37.552385,126.850737,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1440,레벨업PC방 강서구청점,서울 강서구 공항대로46길 90,37.552367,126.850758,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1483,이스포츠카페PC방,서울 강서구 강서로 237,37.546849,126.835886,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1492,제로백PC 강서구청점,서울 강서구 화곡로58길 18,37.552799,126.851853,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1504,마스타M성인PC 강서점,서울 강서구 화곡로58길 22-14,37.552326,126.851622,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1571,엔젤벳홀덤스튜디오 강서구청점,서울 강서구 화곡로58길 35,37.552868,126.852959,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1642,레벨업PC방,서울 강서구 공항대로45길 44,37.556809,126.855808,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1705,헌터PC방 화곡점,서울 강서구 화곡로21길 78,37.544808,126.836276,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1711,빈이스포츠PC카페,서울 강서구 까치산로 101,37.547385,126.848599,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1713,PC베네 시즌2,서울 강서구 까치산로 101,37.547385,126.848636,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1727,틱톡PC존,서울 강서구 까치산로 106,37.547546,126.849205,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1731,텐지피시방,서울 강서구 공항대로45길 68-6,37.558297,126.857164,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1737,알디 화곡점,서울 강서구 강서로33가길 68,37.544493,126.836964,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1775,피씨태그 화곡점,서울 강서구 강서로 205,37.544135,126.837621,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,1923,피에스타PC방 강서화곡점,서울 강서구 강서로 187,37.542834,126.838932,C,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,49,블링팝,서울 강서구 마곡중앙8로 90,37.560573,126.837593,-,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,77,마곡플스,서울 강서구 강서로 381,37.559556,126.838199,-,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,133,브리즈(마곡점),서울 강서구 공항대로 271,37.558935,126.837797,-,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,145,헤라PC,서울 강서구 공항대로 271,37.558822,126.837794,-,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,277,쓰리팝,서울 강서구 강서로 360,37.557695,126.838394,-,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,277,긱스타PC,서울 강서구 강서로 360,37.557695,126.838394,-,,
발산역점,20251121428,2025-11-21,2025-12 ~ 2026-08,427,매가쓰리팝pc방,서울 강서구 강서로 426,37.563221,126.840594,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,519,탑독PC,전남광주통합특별시 북구 우치로 128,35.178830,126.912307,B,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,519,블랑PC,전남광주통합특별시 북구 우치로 128,35.178830,126.912307,B,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,623,소나무피씨클럽,전남광주통합특별시 북구 호동로 70,35.177756,126.918217,B,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,625,그르르 PC카페,전남광주통합특별시 북구 호동로 70,35.177754,126.918246,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,801,청담PC방,전남광주통합특별시 북구 자미로 64,35.171603,126.904717,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,840,스타PC,전남광주통합특별시 북구 자미로 61,35.171513,126.904301,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,847,인터게이트 전대점,전남광주통합특별시 북구 자미로 61,35.171474,126.904239,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,855,테디PC방,전남광주통합특별시 북구 자미로 59,35.171289,126.904228,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1018,아이센스 블랙라벨PC존 전대상대점,전남광주통합특별시 북구 설죽로202번길 90,35.177243,126.902405,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1037,라인PC,전남광주통합특별시 북구 설죽로202번길 88,35.177259,126.902186,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1048,로드PC방 상대점,전남광주통합특별시 북구 설죽로202번길 84,35.177198,126.902032,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1067,긱스타PC 상대점,전남광주통합특별시 북구 설죽로202번길 80,35.177173,126.901805,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1096,굿PC,전남광주통합특별시 북구 용주로30번길 56,35.180537,126.903729,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1113,지구성인게임랜드,전남광주통합특별시 북구 서방로107번길 29,35.171882,126.924836,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1130,힐링PC카페,전남광주통합특별시 북구 서방로107번길 39,35.172256,126.925129,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1179,라붐PC,전남광주통합특별시 북구 동문대로 118,35.173446,126.925856,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1277,이거시PC방,전남광주통합특별시 북구 필문대로 11,35.164719,126.920943,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1327,두암게임랜드,전남광주통합특별시 북구 면앙로156번길 36,35.174944,126.927481,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1337,희망PC방,전남광주통합특별시 북구 동문대로167번길 27,35.177781,126.926948,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1364,아이리스PC카페 문흥점,전남광주통합특별시 북구 평교로 40-1,35.180716,126.925616,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1424,아로마PC카페,전남광주통합특별시 북구 우치로228번길 52-4,35.186355,126.907994,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1518,짱게임랜드,전남광주통합특별시 북구 우치로231번길 50,35.184988,126.902724,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1529,케이원피씨,전남광주통합특별시 북구 서하로 369,35.186278,126.920984,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1556,아이센스리그PC방 광주문흥점,전남광주통합특별시 북구 문산로 43-9,35.185965,126.922201,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1557,봉봉펀삽,전남광주통합특별시 북구 문산로 43-11,35.186042,126.922065,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1568,마린PC,전남광주통합특별시 북구 대천로 138,35.186659,126.921023,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1569,VIP게임랜드,전남광주통합특별시 북구 경양로 107,35.162120,126.903916,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1588,아이컨츄리PC존,전남광주통합특별시 북구 동문대로 189,35.179218,126.929265,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1648,사격장,전남광주통합특별시 북구 용봉택지로 82,35.178258,126.895539,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1665,사계절PC,전남광주통합특별시 북구 저불로70번길 6-3,35.180330,126.896268,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1673,노블PC카페,전남광주통합특별시 북구 경열로 231,35.160013,126.906600,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,1683,말섬pc존,전남광주통합특별시 북구 우치로241번길 52,35.186583,126.902293,C,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,52,3팝 PC카페,전남광주통합특별시 북구 우치로 80,35.174643,126.912912,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,52,레벨업PC방 전남대점,전남광주통합특별시 북구 우치로 80,35.174645,126.912884,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,52,레드포스PC아레나 광주전남대점,전남광주통합특별시 북구 우치로 80,35.174648,126.912893,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,92,아이팝PC방,전남광주통합특별시 북구 서방로 4,35.173432,126.913392,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,113,자비스PC존,전남광주통합특별시 북구 서방로 7-1,35.173602,126.913971,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,127,라인PC,전남광주통합특별시 북구 서방로 10,35.173349,126.913916,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,129,레오PC방,전남광주통합특별시 북구 우치로90번길 8-3,35.175324,126.913179,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,157,제스트 (Zest) PC,전남광주통합특별시 북구 우치로90번길 5,35.175591,126.912955,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,183,뽑기명당,전남광주통합특별시 북구 우치로90번길 21,35.175649,126.913850,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,228,액티브게임파크 광주전남대점,전남광주통합특별시 북구 우치로 98-1,35.176217,126.912627,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,239,베니 PC Place,전남광주통합특별시 북구 우치로100번길 24,35.176225,126.913770,-,,
전대후문점,20231215406,2023-12-15,2024-01 ~ 2026-08,333,볼트9PC카페,전남광주통합특별시 북구 우치로100번길 41,35.176772,126.914775,-,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,721,듀얼PC방 부천상동점,경기 부천시 원미구 조마루로 105,37.500401,126.755445,B,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,737,레드포스PC,경기 부천시 원미구 석천로177번길 31,37.503303,126.760957,B,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,772,오토피씨(OTOPC) 중동점,경기 부천시 원미구 석천로177번길 29,37.503260,126.761381,B,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,852,캐치팡 중동점,경기 부천시 원미구 석천로 181,37.503710,126.762681,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,886,갤러리PC 부천상동점,경기 부천시 원미구 석천로 171,37.502853,126.762571,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,913,긱스타pc방,경기 부천시 원미구 석천로 176,37.502976,126.763009,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1387,메가팡,경기 부천시 원미구 길주로 234,37.502636,126.768648,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1388,로그인PC카페,경기 부천시 원미구 부흥로 176,37.496201,126.762232,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1432,레벨업PC방 부천시청점,경기 부천시 원미구 중동로 258,37.502860,126.769285,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1541,퀸스타,경기 부천시 원미구 부흥로 198,37.495805,126.764535,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1602,하하인터넷피시방,경기 부천시 원미구 중동로 370,37.512840,126.770294,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1625,쓰리팝PC,인천 부평구 영성서로 3,37.518315,126.742514,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1633,밀크PC방,인천 부평구 충선로203번길 16,37.507557,126.735394,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1647,EFC이스포츠스타디움,경기 부천시 원미구 평천로 708,37.514858,126.769470,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1685,세븐PC카페,경기 부천시 원미구 중동로248번길 55,37.501629,126.771774,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1689,펄스PC 부평삼산점,인천 부평구 길주로647번길 4,37.507201,126.734737,C,,
부천상동역점,20240628416,2024-06-28,2024-07 ~ 2026-08,1689,토이즈(Toys),인천 부평구 길주로647번길 20,37.507914,126.734780,C,,
